depotCity,depotCountry,gglCountryAscii,depotGglAddressAscii,depotGglLat,depotGglLong,emdatCity,emdatCountry,gglCountryAscii,disasterGglAddressAscii,disasterGglLat,disasterGglLong,drivingTime_hrs,distance_km
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,0,0
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,16,725
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,19,992
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,23,1247
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,14,770
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,38,1795
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,6,344
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,4,272
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,13,695
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,19.08,1055
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,13,808
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,39,1961
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,26,1371
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,9,510
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,4,264
Farafangana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,1,101
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,20,1011
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,9,494
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,14,749
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,20,897
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,9,241
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,10,630
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,1,74
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,17,799
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,20,1066
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,25,1321
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,16,844
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,39,1869
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,7,418
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,5,306
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,15,769
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,20.67,1130
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,14,883
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,41,2035
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,27,1445
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,11,584
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,6,338
Vangaindrano,Madagascar,Madagascar,"Vangaindrano, Madagascar",-23.3505,47.6088,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,3,175
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,8,398
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,12,598
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,7,349
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,2,102
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,26,1023
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,23,1159
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,15,707
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,0,0
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,13,669
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,18,924
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,11,560
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,30,1294
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,15,641
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,18,835
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,9,439
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,15.75,844
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,19,1036
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,31,1460
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,18,888
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,10,507
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,11,476
Toamasina I,Madagascar,Madagascar,"Toamasina I, Madagascar",-18.1499,49.4023,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,14,606
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,11,588
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,11,572
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,5,319
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,16,766
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,30,1308
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,22,1242
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,19,992
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,13,668
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,0,0
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,4,254
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,9,522
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,19,802
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,14,724
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,17,917
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,7,401
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,13.57,807
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,17,1011
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,20,968
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,7,378
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,9,482
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,16,846
Maevatanana,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,17,891
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,16,843
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,15,827
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,10,574
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,20,1021
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,34,1563
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,27,1497
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,23,1248
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,18,923
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,4,255
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,0,0
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,13,777
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,19,811
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,19,979
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,22,1173
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,12,656
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,18.28,1060
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,22,1266
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,21,977
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,7,387
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,13,737
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,21,1101
Mahajanga I,Madagascar,Madagascar,"Mahajanga I, Madagascar",-15.7167,46.3167,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,22,1146
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,14,650
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,22,1136
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,17,883
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,25,1153
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,41,1872
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,34,1806
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,30,1556
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,22,1055
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,11,563
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,12,572
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,20,1086
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,7,239
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,26,1288
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,29,1481
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,19,965
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,25,1372
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,29,1575
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,9,405
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,4,188
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,20,1045
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,28,1410
Ambanja,Madagascar,Madagascar,"Ambanja, Madagascar",-13.6804,48.4555,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,29,1455
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,7,358
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,5,275
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,1,90
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,12,536
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,24,1010
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,17,944
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,13,695
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,9,439
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,7,401
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,12,656
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,1,123
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,26,1204
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,9,427
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,12,620
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,0,0
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,6.3,407
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,12,714
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,28,1370
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,14,780
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,3,184
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,11,548
Miarinarivo,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,12,594
Maintirano,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,14.25,772
